"","tract","Year","City","Community_Name","Detailed_Name","SPA","SD","CD","ca_ssd","ca_sad","totStreetSingAdult","totStreetFamHH","totStreetFamMem","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","totYouthFamHH","totESAdultSingAdult","totESAdultFamHH","totESAdultFamMem","totESYouthSingYouth","totESYouthFamHH","totESYouthFamMem","totESYouthUnaccYouth","totTHAdultSingAdult","totTHAdultFamHH","totTHAdultFamMem","totTHYouthSingYouth","totTHYouthFamHH","totTHYouthFamMem","totTHYouthUnaccYouth","totSHAdultSingAdult","totSHAdultFamHH","totSHAdultFamMem","totSHYouthSingYouth","totSHYouthFamHH","totSHYouthFamMem","totSHYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople"
"2528",403721,"2016","Covina","Covina","Covina",3,5,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,1,2,8,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,26,26
"2529",403722,"2016","Covina","Covina","Covina",3,5,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2530",405701,"2016","Covina","Covina","Covina",3,5,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2531",405702,"2016","Covina","Covina","Covina",3,5,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7
"2532",405800,"2016","Covina","Covina","Covina",3,5,0,9,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"2533",405900,"2016","Covina","Covina","Covina",3,5,0,22,48,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"2534",406000,"2016","Covina","Covina","Covina",3,5,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2535",406101,"2016","Covina","Covina","Covina",3,5,0,22,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"2536",406102,"2016","Covina","Covina","Covina",3,5,0,22,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"2537",534301,"2016","Cudahy","Cudahy","Cudahy",7,1,0,33,63,1,0,0,2,1,0,1,16,3,2,0,2,26,0,0,19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,56,0,0,56,90
"2538",534302,"2016","Cudahy","Cudahy","Cudahy",7,1,0,33,63,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"2539",534403,"2016","Cudahy","Cudahy","Cudahy",7,1,0,33,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"2540",534404,"2016","Cudahy","Cudahy","Cudahy",7,1,0,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2541",534405,"2016","Cudahy","Cudahy","Cudahy",7,1,0,33,63,6,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
"2542",534406,"2016","Cudahy","Cudahy","Cudahy",7,1,0,33,63,2,0,0,0,0,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"2543",702400,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2544",702501,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"2545",702502,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,2,0,0,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"2546",702600,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,1,0,0,3,2,2,0,1,5,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
"2547",702700,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2548",702801,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2549",702802,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,13,0,0,4,0,1,0,5,6,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
"2550",702803,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,49,51
"2551",703001,"2016","Culver City","Culver City","Culver City",5,2,0,30,54,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"2552",185203,"2016","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,0,0,0,0,1,4,0,2,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
"2553",185204,"2016","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2554",185310,"2016","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,1,0,0,2,6,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"2555",185320,"2016","Los Angeles","Cypress Park","Greater Cypress Park NC",4,1,1,24,51,2,0,0,0,3,4,4,2,0,5,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
"2556",602200,"2016","Del Aire","Del Aire","Del Aire",8,2,0,35,62,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"2557",602301,"2016","Del Aire","Del Aire","Del Aire",8,2,0,35,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2558",275101,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,54,0,0,0,1,5,3,0,0,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
"2559",275102,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,62,0,0,0,1,1,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"2560",275200,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,62,1,0,0,10,10,1,0,1,16,17,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
"2561",275302,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,62,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
"2562",275311,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,62,1,0,0,0,7,5,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
"2563",275400,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,54,1,0,0,1,4,2,0,3,2,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"2564",275500,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,62,1,0,0,2,9,5,0,0,3,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
"2565",275602,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2566",275603,"2016","Los Angeles","Del Rey","Del Rey NC",5,2,11,26,62,3,0,0,3,4,8,0,0,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
"2567",403304,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2568",403305,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2569",403316,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2570",403319,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"2571",403320,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2572",403321,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2573",403322,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2574",403323,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2575",403324,"2016","Diamond Bar","Diamond Bar","Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2576",403325,"2016","Unincorporated Diamond Bar","Diamond Bar","Unincorporated Diamond Bar",3,4,0,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2577",550400,"2016","Downey","Downey","Downey",7,4,0,32,57,32,0,0,0,0,0,9,27,0,0,0,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
"2578",550500,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2579",550601,"2016","Downey","Downey","Downey",7,4,0,32,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"2580",550602,"2016","Downey","Downey","Downey",7,4,0,32,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2581",550700,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582",550800,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583",550901,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2584",550902,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2585",551000,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2586",551101,"2016","Downey","Downey","Downey",7,4,0,32,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2587",551102,"2016","Downey","Downey","Downey",7,4,0,32,58,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"2588",551201,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2589",551202,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"2590",551300,"2016","Downey","Downey","Downey",7,4,0,32,58,12,0,0,6,2,2,0,0,9,3,4,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,9,37
"2591",551401,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2592",551402,"2016","Downey","Downey","Downey",7,4,0,32,58,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"2593",551501,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2594",551502,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2595",551600,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2596",551700,"2016","Downey","Downey","Downey",7,4,0,32,58,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2597",551800,"2016","Downey","Downey","Downey",7,4,0,32,58,16,0,0,0,0,0,11,17,0,0,0,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60
"2598",553400,"2016","Downey","Downey","Downey",7,4,0,32,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"2599",206031,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,14,24,53,25,0,0,0,0,1,17,3,0,0,2,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59
"2600",207400,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,14,24,53,48,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58
"2601",207501,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,14,24,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2602",207502,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,14,30,53,22,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
"2603",207710,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,14,30,53,79,0,0,0,0,0,5,2,0,0,0,8,3,0,0,10,30,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,33,0,0,33,123
"2604",207900,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,14,30,53,25,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
"2605",209200,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,1,24,53,10,0,0,0,0,0,56,29,0,0,0,88,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,145
"2606",224010,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,1,14,30,53,33,0,0,0,0,0,1,7,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
"2607",226001,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,2,9,30,59,14,0,0,2,0,1,30,0,3,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,66
"2608",226002,"2016","Los Angeles","Downtown Los Angeles","Downtown Los Angeles NC",4,2,14,30,53,127,0,0,2,3,1,77,56,3,5,2,121,90,0,0,45,115,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,128,0,0,128,476
"2609",430002,"2016","Duarte","Duarte","Duarte",3,5,0,25,48,1,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2610",430003,"2016","Duarte","Duarte","Duarte",3,5,0,25,48,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"2611",430101,"2016","Duarte","Duarte","Duarte",3,5,0,10,20,5,0,0,2,1,1,0,1,3,2,2,0,2,0,0,8,34,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,0,0,37,51
"2612",430102,"2016","Duarte","Duarte","Duarte",3,5,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2613",181000,"2016","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,3,0,0,1,5,10,1,1,2,9,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
"2614",181300,"2016","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,4,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"2615",181400,"2016","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,4,0,0,0,1,2,0,2,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
"2616",181500,"2016","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,3,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
"2617",181600,"2016","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,1,0,0,3,1,8,0,0,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
"2618",183402,"2016","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,14,24,51,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2619",183702,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,14,24,41,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"2620",185100,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,4,0,0,4,0,12,0,1,6,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
"2621",185202,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2622",186201,"2016","Los Angeles","Eagle Rock","Eagle Rock NC",4,1,1,24,51,1,0,0,1,2,1,0,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"2623",186202,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2624",186203,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"2625",199300,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,1,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
"2626",199400,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,1,24,51,2,0,0,0,1,3,1,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
"2627",201302,"2016","Los Angeles","Eagle Rock","Arroyo Seco NC",4,1,14,24,51,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"2628",503701,"2016","Unincorporated East Whittier","Unincorporated East Whittier","Unincorporated East Whittier",7,4,0,32,57,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2629",503702,"2016","Unincorporated East Whittier","Unincorporated East Whittier","Unincorporated East Whittier",7,4,0,32,57,2,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
"2630",530301,"2016","East Los Angeles","East Los Angeles","East Los Angeles",7,1,0,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2631",530302,"2016","East Los Angeles","East Los Angeles","East Los Angeles",7,1,0,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2632",530400,"2016","East Los Angeles","East Los Angeles","East Los Angeles",7,1,0,22,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
"2633",530500,"2016","East Los Angeles","East Los Angeles","East Los Angeles",7,1,0,24,51,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"2634",530601,"2016","East Los Angeles","East Los Angeles","East Los Angeles",7,1,0,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2635",530602,"2016","East Los Angeles","East Los Angeles","East Los Angeles",7,1,0,24,51,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"2636",530700,"2016","Los Angeles","East Los Angeles","California State University - Los Angeles",7,1,0,24,51,0,0,0,1,1,5,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"2637",530801,"2016","East Los Angeles","East Los Angeles","East Los Angeles",7,1,0,24,51,1,0,0,1,4,5,0,1,2,7,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
